,loss,accuracy
0,2.770143070902143,0.09019607843137253
1,2.7657485525948657,0.06274509803921569
2,2.7214148943764824,0.19607843137254902
3,2.437645990507943,0.31372549019607837
4,2.2375821283885413,0.35490196078431374
5,1.8636778528349744,0.2803921568627451
6,1.5765854036808018,0.4196078431372549
7,1.133315189225333,0.6941176470588236
8,0.7935102372510092,0.703921568627451
9,0.5993527711289269,0.7509803921568627
10,0.4317390365472861,0.8411764705882352
11,0.3969148063233921,0.7980392156862745
12,0.3527398248868329,0.8764705882352942
13,0.3152884187230042,0.8901960784313727
14,0.2966799616600786,0.9235294117647059
15,0.23570589351866927,0.8588235294117647
16,0.23652852859348056,0.776470588235294
17,0.22783845887652468,0.911764705882353
18,0.2169961314754827,0.8686274509803924
19,0.2106041747118746,0.8921568627450982
