,loss,accuracy
0,2.770142344747271,0.09607843137254904
1,2.764853226797922,0.03725490196078431
2,2.7104738562447688,0.20980392156862746
3,2.4727129486628945,0.24117647058823533
4,2.1682066205569677,0.3509803921568628
5,1.84155332667487,0.4549019607843138
6,1.5340271665368763,0.30588235294117655
7,1.2410721141951424,0.6254901960784315
8,0.7617000448703767,0.7333333333333334
9,0.5866646374123439,0.7176470588235295
10,0.4536846035186734,0.8549019607843137
11,0.402892474340541,0.788235294117647
12,0.3548774159380368,0.8686274509803923
13,0.3194550016309534,0.8745098039215689
14,0.29874106170875686,0.8431372549019608
15,0.2585722849092313,0.8803921568627453
16,0.25164849452674387,0.7647058823529411
17,0.2532934802131993,0.8823529411764708
18,0.2350200348932828,0.8862745098039216
19,0.22453578919172285,0.9058823529411766
